-1.316090638590061701e-02 5.800335698481742241e-01 2.222095063706408524e-01 3.801403830014482566e-01 -3.337911039902330401e-02 1.888303959716175484e-02
-1.316090638590061701e-02 5.804150453955916333e-01 2.218280308232234432e-01 3.820477607385353025e-01 -3.337911039902330401e-02 1.888303959716175484e-02
-1.430533302815284458e-02 6.143663691157410511e-01 1.874952315556566163e-01 4.911497672999178832e-01 -3.147173266193625807e-02 1.812008850232693646e-02
-1.506828412298766295e-02 6.372549019607856025e-01 1.573586633096812903e-01 5.560006103608774453e-01 -3.261615930418848563e-02 2.193484397650102835e-02
-1.506828412298766295e-02 6.528953994048993792e-01 1.356145571068889666e-01 5.792706187533394058e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.723506523231872478e-01 1.108186465247573693e-01 5.933852140077835458e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.857022964827965694e-01 9.670405127031322934e-02 5.964370183871228193e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.948577096208143900e-01 8.869306477454763638e-02 5.975814450293750468e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 7.017242694743277553e-01 8.297093156328649854e-02 5.998702983138795020e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 7.017242694743277553e-01 8.144502937361686179e-02 6.071183337148102765e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 7.017242694743277553e-01 8.144502937361686179e-02 6.128404669260714144e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 7.013427939269103462e-01 8.144502937361686179e-02 6.177996490424977338e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.986724650949884818e-01 8.144502937361686179e-02 6.212329289692544165e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.971465629053188451e-01 8.144502937361686179e-02 6.246662088960110992e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.975280384527362543e-01 8.144502937361686179e-02 6.269550621805155544e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.975280384527362543e-01 8.144502937361686179e-02 6.269550621805155544e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.975280384527362543e-01 8.144502937361686179e-02 6.269550621805155544e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.979095140001536635e-01 8.144502937361686179e-02 6.273365377279329635e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.979095140001536635e-01 8.144502937361686179e-02 6.273365377279329635e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.975280384527362543e-01 8.144502937361686179e-02 6.277180132753503727e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.975280384527362543e-01 8.144502937361686179e-02 6.277180132753503727e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.975280384527362543e-01 8.144502937361686179e-02 6.273365377279329635e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.975280384527362543e-01 8.144502937361686179e-02 6.277180132753503727e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.975280384527362543e-01 8.144502937361686179e-02 6.277180132753503727e-01 -3.299763485160589482e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.979095140001536635e-01 8.144502937361686179e-02 6.280994888227677819e-01 -3.261615930418848563e-02 2.117189288166620997e-02
-1.506828412298766295e-02 6.979095140001536635e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.979095140001536635e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.979095140001536635e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.975280384527362543e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.117189288166620997e-02
-1.506828412298766295e-02 6.975280384527362543e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.975280384527362543e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.979095140001536635e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.117189288166620997e-02
-1.506828412298766295e-02 6.979095140001536635e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.117189288166620997e-02
-1.506828412298766295e-02 6.975280384527362543e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.975280384527362543e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.975280384527362543e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.117189288166620997e-02
-1.506828412298766295e-02 6.975280384527362543e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.979095140001536635e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.979095140001536635e-01 8.144502937361686179e-02 6.296253910124374187e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.975280384527362543e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.975280384527362543e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.975280384527362543e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.967650873579014359e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.971465629053188451e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.155336842908361916e-02
-1.506828412298766295e-02 6.971465629053188451e-01 8.144502937361686179e-02 6.292439154650200095e-01 -3.261615930418848563e-02 2.155336842908361916e-02
