-1.953601953601946661e-03 -1.953601953601946661e-03 -1.953601953601946661e-03 -2.197802197802189994e-02 -3.663003663003649990e-02 -7.326007326007299980e-03
-1.953601953601946661e-03 1.758241758241751995e-02 -1.758241758241751995e-02 3.882783882783868989e-01 -7.326007326007299980e-03 -7.326007326007299980e-03
-2.930402930402919992e-02 5.958485958485955081e-01 -7.833943833943832757e-01 3.142857142857145902e+00 1.978021978021970995e-01 -6.080586080586094511e-01
-5.860805860805839984e-03 4.903540903540903884e-01 -6.583638583638586894e-01 1.062271062271065603e+00 -7.326007326007299980e-03 -2.197802197802189994e-02
-1.953601953601946661e-03 4.434676434676436685e-01 -5.802197802197799348e-01 6.080586080586058983e-01 -7.326007326007299980e-03 -2.197802197802189994e-02
-1.953601953601946661e-03 3.653235653235658020e-01 -4.356532356532358818e-01 3.296703296703284991e-01 -2.197802197802189994e-02 -7.326007326007299980e-03
-5.860805860805839984e-03 2.481074481074472260e-01 -3.145299145299143007e-01 9.523809523809489974e-02 -2.197802197802189994e-02 -7.326007326007299980e-03
-1.953601953601946661e-03 2.949938949938957222e-01 -1.816849816849819277e-01 7.326007326007299980e-03 -7.326007326007299980e-03 -7.326007326007299980e-03
-1.953601953601946661e-03 4.102564102564087989e-02 -9.181929181929149308e-02 2.417582417582408993e-01 -7.326007326007299980e-03 -2.197802197802189994e-02
-1.953601953601946661e-03 -5.860805860805839984e-03 -1.953601953601946661e-03 2.271062271062262994e-01 -7.326007326007299980e-03 -2.197802197802189994e-02
-5.860805860805839984e-03 -1.953601953601946661e-03 1.953601953601946661e-03 1.391941391941386996e-01 -3.663003663003649990e-02 -7.326007326007299980e-03
-1.953601953601946661e-03 -2.148962148962141328e-02 -1.953601953601946661e-03 5.128205128205109986e-02 -7.326007326007299980e-03 -2.197802197802189994e-02
-5.860805860805839984e-03 -4.884004884004866653e-02 -1.953601953601946661e-03 1.098901098901094997e-01 -2.197802197802189994e-02 -7.326007326007299980e-03
-5.860805860805839984e-03 -1.367521367521362663e-02 -1.953601953601946661e-03 1.245421245421240997e-01 -7.326007326007299980e-03 -7.326007326007299980e-03
-1.953601953601946661e-03 5.860805860805839984e-03 -5.860805860805839984e-03 7.326007326007299980e-03 7.326007326007299980e-03 7.326007326007299980e-03
-5.860805860805839984e-03 -1.953601953601946661e-03 1.953601953601946661e-03 -2.197802197802189994e-02 -2.197802197802189994e-02 -7.326007326007299980e-03
