frame_index,seq,header_stamp,aligned_stamp
117,1418,54477.015061000,54477.015061000
118,1419,54477.031935000,54477.031935000
119,1420,54477.049029000,54477.049029000
120,1421,54477.068120000,54477.068120000
121,1422,54477.082450000,54477.082450000
122,1423,54477.100130000,54477.100130000
123,1424,54477.115168000,54477.115168000
124,1425,54477.131802000,54477.131802000
125,1426,54477.147986000,54477.147986000
126,1427,54477.166922000,54477.166922000
127,1428,54477.182588000,54477.182588000
128,1429,54477.200007000,54477.200007000
129,1430,54477.214888000,54477.214888000
130,1431,54477.233229000,54477.233229000
131,1432,54477.248664000,54477.248664000
132,1433,54477.267126000,54477.267126000
133,1434,54477.282235000,54477.282235000
134,1435,54477.299473000,54477.299473000
135,1436,54477.314921000,54477.314921000
136,1437,54477.332996000,54477.332996000
137,1438,54477.348675000,54477.348675000
138,1439,54477.367157000,54477.367157000
139,1440,54477.381279000,54477.381279000
140,1441,54477.398212000,54477.398212000
141,1442,54477.415087000,54477.415087000
142,1443,54477.431401000,54477.431401000
143,1444,54477.448331000,54477.448331000
144,1445,54477.465673000,54477.465673000
145,1446,54477.481941000,54477.481941000
146,1447,54477.499704000,54477.499704000
147,1448,54477.514826000,54477.514826000
148,1449,54477.532876000,54477.532876000
149,1450,54477.547977000,54477.547977000
150,1451,54477.566877000,54477.566877000
151,1452,54477.582388000,54477.582388000
152,1453,54477.599952000,54477.599952000
153,1454,54477.614868000,54477.614868000
154,1455,54477.633147000,54477.633147000
155,1456,54477.648639000,54477.648639000
156,1457,54477.664523000,54477.664523000
157,1458,54477.681773000,54477.681773000
158,1459,54477.698407000,54477.698407000
159,1460,54477.714998000,54477.714998000
160,1461,54477.733034000,54477.733034000
161,1462,54477.749787000,54477.749787000
162,1463,54477.765147000,54477.765147000
163,1464,54477.781816000,54477.781816000
164,1465,54477.799351000,54477.799351000
165,1466,54477.814966000,54477.814966000
166,1467,54477.831663000,54477.831663000
167,1468,54477.847981000,54477.847981000
168,1469,54477.866847000,54477.866847000
169,1470,54477.882178000,54477.882178000
170,1471,54477.898234000,54477.898234000
171,1472,54477.914685000,54477.914685000
172,1473,54477.932954000,54477.932954000
173,1474,54477.948105000,54477.948105000
174,1475,54477.966637000,54477.966637000
175,1476,54477.982229000,54477.982229000
176,1477,54477.999271000,54477.999271000
177,1478,54478.014819000,54478.014819000
178,1479,54478.032991000,54478.032991000
179,1480,54478.048589000,54478.048589000
180,1481,54478.064519000,54478.064519000
181,1482,54478.081686000,54478.081686000
182,1483,54478.099436000,54478.099436000
183,1484,54478.114903000,54478.114903000
184,1485,54478.132957000,54478.132957000
185,1486,54478.148039000,54478.148039000
186,1487,54478.167051000,54478.167051000
187,1488,54478.181374000,54478.181374000
188,1489,54478.198173000,54478.198173000
189,1490,54478.214993000,54478.214993000
190,1491,54478.233154000,54478.233154000
191,1492,54478.248130000,54478.248130000
192,1493,54478.266572000,54478.266572000
193,1494,54478.281975000,54478.281975000
194,1495,54478.298147000,54478.298147000
195,1496,54478.314648000,54478.314648000
196,1497,54478.332946000,54478.332946000
197,1498,54478.348400000,54478.348400000
198,1499,54478.366257000,54478.366257000
199,1500,54478.381052000,54478.381052000
200,1501,54478.399948000,54478.399948000
201,1502,54478.414634000,54478.414634000
202,1503,54478.431373000,54478.431373000
203,1504,54478.448762000,54478.448762000
204,1505,54478.465679000,54478.465679000
205,1506,54478.480935000,54478.480935000
206,1507,54478.499262000,54478.499262000
207,1508,54478.514870000,54478.514870000
208,1509,54478.531443000,54478.531443000
209,1510,54478.548078000,54478.548078000
210,1511,54478.567247000,54478.567247000
211,1512,54478.582103000,54478.582103000
212,1513,54478.599256000,54478.599256000
213,1514,54478.614446000,54478.614446000
214,1515,54478.631725000,54478.631725000
215,1516,54478.648085000,54478.648085000
216,1517,54478.664412000,54478.664412000
217,1518,54478.681907000,54478.681907000
218,1519,54478.697993000,54478.697993000
219,1520,54478.714668000,54478.714668000
220,1521,54478.731340000,54478.731340000
221,1522,54478.748361000,54478.748361000
222,1523,54478.764966000,54478.764966000
223,1524,54478.781470000,54478.781470000
224,1525,54478.799226000,54478.799226000
225,1526,54478.814711000,54478.814711000
226,1527,54478.832957000,54478.832957000
227,1528,54478.848245000,54478.848245000
228,1529,54478.866982000,54478.866982000
229,1530,54478.881581000,54478.881581000
230,1531,54478.897865000,54478.897865000
231,1532,54478.914760000,54478.914760000
232,1533,54478.931407000,54478.931407000
233,1534,54478.948108000,54478.948108000
234,1535,54478.967200000,54478.967200000
235,1536,54478.981209000,54478.981209000
236,1537,54478.997885000,54478.997885000
237,1538,54479.014434000,54479.014434000
238,1539,54479.032902000,54479.032902000
239,1540,54479.048107000,54479.048107000
240,1541,54479.064446000,54479.064446000
241,1542,54479.080841000,54479.080841000
242,1543,54479.099670000,54479.099670000
243,1544,54479.114540000,54479.114540000
244,1545,54479.132681000,54479.132681000
245,1546,54479.148257000,54479.148257000
246,1547,54479.166799000,54479.166799000
247,1548,54479.181101000,54479.181101000
248,1549,54479.198069000,54479.198069000
249,1550,54479.214480000,54479.214480000
250,1551,54479.231302000,54479.231302000
251,1552,54479.248630000,54479.248630000
252,1553,54479.265635000,54479.265635000
253,1554,54479.280851000,54479.280851000
254,1555,54479.299208000,54479.299208000
255,1556,54479.314351000,54479.314351000
256,1557,54479.331439000,54479.331439000
257,1558,54479.347712000,54479.347712000
258,1559,54479.366550000,54479.366550000
259,1560,54479.382306000,54479.382306000
260,1561,54479.399346000,54479.399346000
261,1562,54479.414450000,54479.414450000
262,1563,54479.432714000,54479.432714000
263,1564,54479.447736000,54479.447736000
264,1565,54479.466648000,54479.466648000
265,1566,54479.480846000,54479.480846000
266,1567,54479.499161000,54479.499161000
267,1568,54479.514407000,54479.514407000
268,1569,54479.532798000,54479.532798000
269,1570,54479.549146000,54479.549146000
270,1571,54479.564602000,54479.564602000
271,1572,54479.581547000,54479.581547000
272,1573,54479.599791000,54479.599791000
273,1574,54479.615093000,54479.615093000
274,1575,54479.630787000,54479.630787000
275,1576,54479.647704000,54479.647704000
276,1577,54479.666992000,54479.666992000
277,1578,54479.681172000,54479.681172000
278,1579,54479.697765000,54479.697765000
279,1580,54479.714427000,54479.714427000
280,1581,54479.732851000,54479.732851000
281,1582,54479.748065000,54479.748065000
282,1583,54479.766556000,54479.766556000
283,1584,54479.782141000,54479.782141000
284,1585,54479.798247000,54479.798247000
285,1586,54479.814544000,54479.814544000
286,1587,54479.832760000,54479.832760000
287,1588,54479.848742000,54479.848742000
288,1589,54479.864837000,54479.864837000
289,1590,54479.880752000,54479.880752000
290,1591,54479.898017000,54479.898017000
291,1592,54479.914503000,54479.914503000
292,1593,54479.930713000,54479.930713000
293,1594,54479.947991000,54479.947991000
294,1595,54479.966646000,54479.966646000
295,1596,54479.981787000,54479.981787000
296,1597,54479.999381000,54479.999381000
297,1598,54480.014826000,54480.014826000
298,1599,54480.030829000,54480.030829000
299,1600,54480.047923000,54480.047923000
300,1601,54480.066516000,54480.066516000
301,1602,54480.082006000,54480.082006000
302,1603,54480.099545000,54480.099545000
303,1604,54480.114401000,54480.114401000
304,1605,54480.132766000,54480.132766000
305,1606,54480.148135000,54480.148135000
306,1607,54480.166354000,54480.166354000
307,1608,54480.180626000,54480.180626000
308,1609,54480.197804000,54480.197804000
309,1610,54480.214281000,54480.214281000
310,1611,54480.232015000,54480.232015000
311,1612,54480.248653000,54480.248653000
312,1613,54480.266225000,54480.266225000
313,1614,54480.280912000,54480.280912000
314,1615,54480.297624000,54480.297624000
315,1616,54480.314521000,54480.314521000
316,1617,54480.332400000,54480.332400000
317,1618,54480.347362000,54480.347362000
318,1619,54480.366671000,54480.366671000
319,1620,54480.381724000,54480.381724000
320,1621,54480.399416000,54480.399416000
321,1622,54480.414716000,54480.414716000
322,1623,54480.432578000,54480.432578000
323,1624,54480.447943000,54480.447943000
324,1625,54480.466444000,54480.466444000
325,1626,54480.481976000,54480.481976000
326,1627,54480.499327000,54480.499327000
327,1628,54480.514389000,54480.514389000
328,1629,54480.532616000,54480.532616000
329,1630,54480.547898000,54480.547898000
330,1631,54480.566189000,54480.566189000
331,1632,54480.580584000,54480.580584000
332,1633,54480.597973000,54480.597973000
333,1634,54480.614337000,54480.614337000
334,1635,54480.632566000,54480.632566000
335,1636,54480.648454000,54480.648454000
336,1637,54480.666812000,54480.666812000
337,1638,54480.680655000,54480.680655000
338,1639,54480.697616000,54480.697616000
339,1640,54480.714728000,54480.714728000
340,1641,54480.730685000,54480.730685000
341,1642,54480.747853000,54480.747853000
342,1643,54480.766354000,54480.766354000
343,1644,54480.781747000,54480.781747000
344,1645,54480.799046000,54480.799046000
345,1646,54480.814122000,54480.814122000
346,1647,54480.832666000,54480.832666000
347,1648,54480.847901000,54480.847901000
348,1649,54480.866290000,54480.866290000
349,1650,54480.880651000,54480.880651000
350,1651,54480.899441000,54480.899441000
351,1652,54480.914314000,54480.914314000
352,1653,54480.932325000,54480.932325000
353,1654,54480.948257000,54480.948257000
354,1655,54480.965875000,54480.965875000
355,1656,54480.980594000,54480.980594000
356,1657,54480.997651000,54480.997651000
357,1658,54481.014016000,54481.014016000
358,1659,54481.032711000,54481.032711000
359,1660,54481.048473000,54481.048473000
360,1661,54481.066719000,54481.066719000
361,1662,54481.081021000,54481.081021000
362,1663,54481.099349000,54481.099349000
363,1664,54481.114551000,54481.114551000
364,1665,54481.131117000,54481.131117000
365,1666,54481.147560000,54481.147560000
366,1667,54481.166297000,54481.166297000
367,1668,54481.181864000,54481.181864000
368,1669,54481.199153000,54481.199153000
369,1670,54481.214192000,54481.214192000
370,1671,54481.232342000,54481.232342000
371,1672,54481.247900000,54481.247900000
372,1673,54481.266177000,54481.266177000
373,1674,54481.280398000,54481.280398000
374,1675,54481.297770000,54481.297770000
375,1676,54481.314104000,54481.314104000
376,1677,54481.331883000,54481.331883000
377,1678,54481.348749000,54481.348749000
378,1679,54481.368248000,54481.368248000
379,1680,54481.380967000,54481.380967000
380,1681,54481.397227000,54481.397227000
381,1682,54481.414378000,54481.414378000
382,1683,54481.430511000,54481.430511000
383,1684,54481.447618000,54481.447618000
384,1685,54481.466489000,54481.466489000
385,1686,54481.480881000,54481.480881000
386,1687,54481.499318000,54481.499318000
387,1688,54481.514026000,54481.514026000
388,1689,54481.532249000,54481.532249000
389,1690,54481.547461000,54481.547461000
390,1691,54481.566149000,54481.566149000
391,1692,54481.581628000,54481.581628000
392,1693,54481.599037000,54481.599037000
393,1694,54481.614100000,54481.614100000
394,1695,54481.632291000,54481.632291000
395,1696,54481.647801000,54481.647801000
396,1697,54481.666067000,54481.666067000
397,1698,54481.680526000,54481.680526000
398,1699,54481.697807000,54481.697807000
399,1700,54481.714130000,54481.714130000
400,1701,54481.731812000,54481.731812000
401,1702,54481.747162000,54481.747162000
402,1703,54481.766382000,54481.766382000
403,1704,54481.780693000,54481.780693000
404,1705,54481.797257000,54481.797257000
405,1706,54481.814467000,54481.814467000
406,1707,54481.830491000,54481.830491000
407,1708,54481.847640000,54481.847640000
408,1709,54481.866047000,54481.866047000
409,1710,54481.881546000,54481.881546000
410,1711,54481.898904000,54481.898904000
411,1712,54481.914023000,54481.914023000
412,1713,54481.932222000,54481.932222000
413,1714,54481.947757000,54481.947757000
414,1715,54481.966004000,54481.966004000
415,1716,54481.980336000,54481.980336000
416,1717,54481.997224000,54481.997224000
417,1718,54482.013920000,54482.013920000
418,1719,54482.032349000,54482.032349000
419,1720,54482.048242000,54482.048242000
420,1721,54482.065739000,54482.065739000
421,1722,54482.080470000,54482.080470000
422,1723,54482.097195000,54482.097195000
423,1724,54482.114196000,54482.114196000
424,1725,54482.130753000,54482.130753000
425,1726,54482.147500000,54482.147500000
426,1727,54482.166439000,54482.166439000
427,1728,54482.181436000,54482.181436000
428,1729,54482.198939000,54482.198939000
429,1730,54482.214379000,54482.214379000
430,1731,54482.231817000,54482.231817000
431,1732,54482.247034000,54482.247034000
432,1733,54482.265778000,54482.265778000
433,1734,54482.280558000,54482.280558000
434,1735,54482.297256000,54482.297256000
435,1736,54482.313915000,54482.313915000
436,1737,54482.332117000,54482.332117000
437,1738,54482.347759000,54482.347759000
438,1739,54482.365979000,54482.365979000
439,1740,54482.380230000,54482.380230000
440,1741,54482.397456000,54482.397456000
441,1742,54482.414002000,54482.414002000
442,1743,54482.432213000,54482.432213000
443,1744,54482.447764000,54482.447764000
444,1745,54482.466180000,54482.466180000
445,1746,54482.480322000,54482.480322000
446,1747,54482.497366000,54482.497366000
447,1748,54482.514246000,54482.514246000
448,1749,54482.532228000,54482.532228000
449,1750,54482.548210000,54482.548210000
450,1751,54482.566623000,54482.566623000
451,1752,54482.580690000,54482.580690000
452,1753,54482.596992000,54482.596992000
453,1754,54482.613819000,54482.613819000
454,1755,54482.632240000,54482.632240000
455,1756,54482.647581000,54482.647581000
456,1757,54482.664997000,54482.664997000
457,1758,54482.680351000,54482.680351000
458,1759,54482.697140000,54482.697140000
459,1760,54482.713861000,54482.713861000
460,1761,54482.731638000,54482.731638000
461,1762,54482.747952000,54482.747952000
462,1763,54482.763801000,54482.763801000
463,1764,54482.780110000,54482.780110000
464,1765,54482.797503000,54482.797503000
465,1766,54482.813967000,54482.813967000
466,1767,54482.830502000,54482.830502000
467,1768,54482.847194000,54482.847194000
468,1769,54482.866408000,54482.866408000
469,1770,54482.880162000,54482.880162000
470,1771,54482.897088000,54482.897088000
471,1772,54482.914374000,54482.914374000
472,1773,54482.932128000,54482.932128000
473,1774,54482.947673000,54482.947673000
474,1775,54482.966211000,54482.966211000
475,1776,54482.980443000,54482.980443000
476,1777,54482.996981000,54482.996981000
477,1778,54483.013771000,54483.013771000
478,1779,54483.032151000,54483.032151000
479,1780,54483.047830000,54483.047830000
480,1781,54483.064922000,54483.064922000
481,1782,54483.080116000,54483.080116000
482,1783,54483.097171000,54483.097171000
483,1784,54483.113841000,54483.113841000
484,1785,54483.131924000,54483.131924000
485,1786,54483.147942000,54483.147942000
486,1787,54483.163750000,54483.163750000
487,1788,54483.180052000,54483.180052000
488,1789,54483.196926000,54483.196926000
489,1790,54483.214044000,54483.214044000
490,1791,54483.230498000,54483.230498000
491,1792,54483.247161000,54483.247161000
492,1793,54483.266030000,54483.266030000
493,1794,54483.280114000,54483.280114000
494,1795,54483.297181000,54483.297181000
495,1796,54483.313327000,54483.313327000
496,1797,54483.331964000,54483.331964000
497,1798,54483.347782000,54483.347782000
498,1799,54483.366332000,54483.366332000
499,1800,54483.380485000,54483.380485000
500,1801,54483.396971000,54483.396971000
501,1802,54483.413875000,54483.413875000
502,1803,54483.431969000,54483.431969000
503,1804,54483.447813000,54483.447813000
504,1805,54483.463573000,54483.463573000
505,1806,54483.480034000,54483.480034000
506,1807,54483.497421000,54483.497421000
507,1808,54483.513826000,54483.513826000
508,1809,54483.531910000,54483.531910000
509,1810,54483.546742000,54483.546742000
510,1811,54483.566225000,54483.566225000
511,1812,54483.579969000,54483.579969000
512,1813,54483.597874000,54483.597874000
513,1814,54483.614082000,54483.614082000
514,1815,54483.630527000,54483.630527000
515,1816,54483.647055000,54483.647055000
516,1817,54483.665709000,54483.665709000
517,1818,54483.680209000,54483.680209000
518,1819,54483.697034000,54483.697034000
519,1820,54483.713222000,54483.713222000
520,1821,54483.731933000,54483.731933000
521,1822,54483.747675000,54483.747675000
522,1823,54483.765965000,54483.765965000
523,1824,54483.780004000,54483.780004000
524,1825,54483.796935000,54483.796935000
525,1826,54483.813655000,54483.813655000
526,1827,54483.831727000,54483.831727000
527,1828,54483.847890000,54483.847890000
528,1829,54483.865991000,54483.865991000
529,1830,54483.879964000,54483.879964000
530,1831,54483.897428000,54483.897428000
531,1832,54483.913854000,54483.913854000
532,1833,54483.931140000,54483.931140000
533,1834,54483.946609000,54483.946609000
534,1835,54483.966032000,54483.966032000
535,1836,54483.980024000,54483.980024000
536,1837,54483.996871000,54483.996871000
537,1838,54484.014015000,54484.014015000
538,1839,54484.031908000,54484.031908000
539,1840,54484.047519000,54484.047519000
540,1841,54484.065963000,54484.065963000
541,1842,54484.080225000,54484.080225000
542,1843,54484.096853000,54484.096853000
543,1844,54484.113597000,54484.113597000
544,1845,54484.131791000,54484.131791000
545,1846,54484.147532000,54484.147532000
546,1847,54484.165848000,54484.165848000
547,1848,54484.179801000,54484.179801000
548,1849,54484.196810000,54484.196810000
549,1850,54484.213647000,54484.213647000
550,1851,54484.231853000,54484.231853000
551,1852,54484.247814000,54484.247814000
552,1853,54484.265885000,54484.265885000
553,1854,54484.279862000,54484.279862000
554,1855,54484.296919000,54484.296919000
555,1856,54484.313813000,54484.313813000
556,1857,54484.329777000,54484.329777000
557,1858,54484.346971000,54484.346971000
558,1859,54484.366044000,54484.366044000
559,1860,54484.380124000,54484.380124000
560,1861,54484.396732000,54484.396732000
561,1862,54484.413409000,54484.413409000
562,1863,54484.432203000,54484.432203000
563,1864,54484.446571000,54484.446571000
564,1865,54484.464761000,54484.464761000
565,1866,54484.480018000,54484.480018000
566,1867,54484.496612000,54484.496612000
567,1868,54484.513414000,54484.513414000
568,1869,54484.531532000,54484.531532000
569,1870,54484.547489000,54484.547489000
570,1871,54484.565864000,54484.565864000
571,1872,54484.579766000,54484.579766000
572,1873,54484.596747000,54484.596747000
573,1874,54484.613493000,54484.613493000
574,1875,54484.631756000,54484.631756000
575,1876,54484.647625000,54484.647625000
576,1877,54484.665876000,54484.665876000
577,1878,54484.679848000,54484.679848000
578,1879,54484.696660000,54484.696660000
579,1880,54484.713903000,54484.713903000
580,1881,54484.731309000,54484.731309000
581,1882,54484.746569000,54484.746569000
582,1883,54484.765594000,54484.765594000
583,1884,54484.780020000,54484.780020000
584,1885,54484.796601000,54484.796601000
585,1886,54484.813443000,54484.813443000
586,1887,54484.831932000,54484.831932000
587,1888,54484.847356000,54484.847356000
588,1889,54484.863319000,54484.863319000
589,1890,54484.879709000,54484.879709000
590,1891,54484.896750000,54484.896750000
591,1892,54484.913409000,54484.913409000
592,1893,54484.931593000,54484.931593000
593,1894,54484.947566000,54484.947566000
594,1895,54484.965922000,54484.965922000
595,1896,54484.979768000,54484.979768000
596,1897,54484.996592000,54484.996592000
597,1898,54485.013422000,54485.013422000
598,1899,54485.031380000,54485.031380000
599,1900,54485.046400000,54485.046400000
600,1901,54485.066093000,54485.066093000
601,1902,54485.079797000,54485.079797000
602,1903,54485.096869000,54485.096869000
603,1904,54485.113777000,54485.113777000
604,1905,54485.130753000,54485.130753000
605,1906,54485.146860000,54485.146860000
606,1907,54485.164757000,54485.164757000
607,1908,54485.179998000,54485.179998000
608,1909,54485.196466000,54485.196466000
609,1910,54485.213322000,54485.213322000
610,1911,54485.231713000,54485.231713000
611,1912,54485.247362000,54485.247362000
612,1913,54485.263374000,54485.263374000
613,1914,54485.279603000,54485.279603000
614,1915,54485.296802000,54485.296802000
615,1916,54485.313376000,54485.313376000
616,1917,54485.331535000,54485.331535000
617,1918,54485.347517000,54485.347517000
618,1919,54485.365931000,54485.365931000
619,1920,54485.379745000,54485.379745000
620,1921,54485.396454000,54485.396454000
621,1922,54485.413449000,54485.413449000
622,1923,54485.431494000,54485.431494000
623,1924,54485.446320000,54485.446320000
624,1925,54485.465902000,54485.465902000
625,1926,54485.479726000,54485.479726000
626,1927,54485.496600000,54485.496600000
627,1928,54485.513193000,54485.513193000
628,1929,54485.531905000,54485.531905000
629,1930,54485.546343000,54485.546343000
630,1931,54485.564772000,54485.564772000
631,1932,54485.579714000,54485.579714000
632,1933,54485.596354000,54485.596354000
633,1934,54485.613145000,54485.613145000
634,1935,54485.631379000,54485.631379000
635,1936,54485.647351000,54485.647351000
636,1937,54485.664838000,54485.664838000
637,1938,54485.679526000,54485.679526000
638,1939,54485.696493000,54485.696493000
639,1940,54485.713210000,54485.713210000
640,1941,54485.731598000,54485.731598000
641,1942,54485.746271000,54485.746271000
642,1943,54485.765929000,54485.765929000
643,1944,54485.779673000,54485.779673000
644,1945,54485.796430000,54485.796430000
645,1946,54485.813462000,54485.813462000
646,1947,54485.831049000,54485.831049000
647,1948,54485.846325000,54485.846325000
648,1949,54485.865924000,54485.865924000
649,1950,54485.880010000,54485.880010000
650,1951,54485.896761000,54485.896761000
651,1952,54485.913178000,54485.913178000
652,1953,54485.931068000,54485.931068000
653,1954,54485.946992000,54485.946992000
654,1955,54485.964825000,54485.964825000
655,1956,54485.979505000,54485.979505000
656,1957,54485.996457000,54485.996457000
657,1958,54486.013113000,54486.013113000
658,1959,54486.031619000,54486.031619000
659,1960,54486.047369000,54486.047369000
660,1961,54486.065630000,54486.065630000
661,1962,54486.079511000,54486.079511000
662,1963,54486.096407000,54486.096407000
663,1964,54486.113351000,54486.113351000
664,1965,54486.129456000,54486.129456000
665,1966,54486.146685000,54486.146685000
666,1967,54486.165906000,54486.165906000
667,1968,54486.179587000,54486.179587000
668,1969,54486.196370000,54486.196370000
669,1970,54486.213427000,54486.213427000
670,1971,54486.231003000,54486.231003000
671,1972,54486.246131000,54486.246131000
672,1973,54486.265386000,54486.265386000
673,1974,54486.279834000,54486.279834000
674,1975,54486.296225000,54486.296225000
675,1976,54486.313175000,54486.313175000
676,1977,54486.331466000,54486.331466000
677,1978,54486.347047000,54486.347047000
