frame_index,seq,header_stamp,aligned_stamp
721,139045,56770.386112000,56770.397892000
722,139046,56770.403134000,56770.414914000
723,139047,56770.421688000,56770.433468000
724,139048,56770.436476000,56770.448256000
725,139049,56770.453411000,56770.465191000
726,139050,56770.469639000,56770.481419000
727,139051,56770.486306000,56770.498086000
728,139052,56770.503374000,56770.515154000
729,139053,56770.521764000,56770.533544000
730,139054,56770.536605000,56770.548385000
731,139055,56770.553679000,56770.565459000
732,139056,56770.569502000,56770.581282000
733,139057,56770.586136000,56770.597916000
734,139058,56770.603438000,56770.615218000
735,139059,56770.621851000,56770.633631000
736,139060,56770.636076000,56770.647856000
737,139061,56770.653645000,56770.665425000
738,139062,56770.669572000,56770.681352000
739,139063,56770.686060000,56770.697840000
740,139064,56770.703182000,56770.714962000
741,139065,56770.720549000,56770.732329000
742,139066,56770.736147000,56770.747927000
743,139067,56770.753573000,56770.765353000
744,139068,56770.769938000,56770.781718000
745,139069,56770.786088000,56770.797868000
746,139070,56770.803108000,56770.814888000
747,139071,56770.821598000,56770.833378000
748,139072,56770.836263000,56770.848043000
749,139073,56770.853382000,56770.865162000
750,139074,56770.869429000,56770.881209000
751,139075,56770.886298000,56770.898078000
752,139076,56770.903339000,56770.915119000
753,139077,56770.921681000,56770.933461000
754,139078,56770.936681000,56770.948461000
755,139079,56770.953846000,56770.965626000
756,139080,56770.969557000,56770.981337000
757,139081,56770.985996000,56770.997776000
758,139082,56771.003454000,56771.015234000
759,139083,56771.021746000,56771.033526000
760,139084,56771.036026000,56771.047806000
761,139085,56771.053641000,56771.065421000
762,139086,56771.069640000,56771.081420000
763,139087,56771.086064000,56771.097844000
764,139088,56771.102975000,56771.114755000
765,139089,56771.120322000,56771.132102000
766,139090,56771.136391000,56771.148171000
767,139091,56771.153349000,56771.165129000
768,139092,56771.169819000,56771.181599000
769,139093,56771.186181000,56771.197961000
770,139094,56771.203112000,56771.214892000
771,139095,56771.221514000,56771.233294000
772,139096,56771.236435000,56771.248215000
773,139097,56771.253439000,56771.265219000
774,139098,56771.269362000,56771.281142000
775,139099,56771.286120000,56771.297900000
776,139100,56771.303054000,56771.314834000
777,139101,56771.320092000,56771.331872000
778,139102,56771.336045000,56771.347825000
779,139103,56771.353470000,56771.365250000
780,139104,56771.369688000,56771.381468000
781,139105,56771.385953000,56771.397733000
782,139106,56771.403459000,56771.415239000
783,139107,56771.419676000,56771.431456000
784,139108,56771.436082000,56771.447862000
785,139109,56771.453021000,56771.464801000
786,139110,56771.469767000,56771.481547000
787,139111,56771.486024000,56771.497804000
788,139112,56771.502909000,56771.514689000
789,139113,56771.520272000,56771.532052000
790,139114,56771.536330000,56771.548110000
791,139115,56771.553358000,56771.565138000
792,139116,56771.569455000,56771.581235000
793,139117,56771.586182000,56771.597962000
794,139118,56771.602945000,56771.614725000
795,139119,56771.620409000,56771.632189000
796,139120,56771.636337000,56771.648117000
797,139121,56771.653535000,56771.665315000
798,139122,56771.669480000,56771.681260000
799,139123,56771.685911000,56771.697691000
800,139124,56771.703192000,56771.714972000
801,139125,56771.719800000,56771.731580000
802,139126,56771.736191000,56771.747971000
803,139127,56771.753508000,56771.765288000
804,139128,56771.769743000,56771.781523000
805,139129,56771.785893000,56771.797673000
806,139130,56771.802838000,56771.814618000
807,139131,56771.820393000,56771.832173000
